Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3952396,28.07.16 00:00,26.07.16 11:15,3601800,1018859177,3601800,282,438,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952396,SRX1977195,H7hESC_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,EB605D3E0B5AF51CD9A4795D8EB65CBA,4595815AD0B2CB94B9DC506038491282
SRR3952397,28.07.16 00:00,26.07.16 11:16,4480702,1251709851,4480702,279,530,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952397,SRX1977195,H7hESC_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,4DEB1A71509F41BCB201D24EA55B0911,E63CB1A25B945F8C22CC721BCE41B637
SRR3952398,28.07.16 00:00,26.07.16 11:15,1842406,529682119,1842406,287,233,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952398,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,17039D5C2042620F58DF91E27E8A9C47,A5EEC0EFB6D578801CFF3890B212D2D6
SRR3952399,28.07.16 00:00,26.07.16 11:15,2047535,584840551,2047535,285,256,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952399,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,4AF9F9C5D2D8A8E1FAE9AAF9735EF81A,BA795A46B64B42D15053C58E09F63C1A
SRR3952400,28.07.16 00:00,26.07.16 11:15,1837887,526898848,1837887,286,232,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952400,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,BD3280026C2F6BC0C525AEACAC43A04A,070FE27B1678691DEF113A9361ACEDCF
SRR3952401,28.07.16 00:00,26.07.16 11:15,1270699,364242378,1270699,286,160,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952401,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,F1693758D419A24FA0AA4443D947CB32,C3CC721417CCDEAA75C96C5A22FFF05B
SRR3952402,28.07.16 00:00,26.07.16 11:15,2052438,588607324,2052438,286,257,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952402,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,1E16AFC4345AB3D22E019A744B2F4FD3,98258CE72B936EB45F0ECEB57AADA112
SRR3952403,28.07.16 00:00,26.07.16 11:15,792811,229109330,792811,288,101,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952403,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,2415E32B6E1047B4778DD91FC0521A42,3886C9CA1E70AD51FA9E65231C107E60
SRR3952404,28.07.16 00:00,26.07.16 11:16,2513388,718035826,2513388,285,312,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952404,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,2C4BBB47C9E71B6F01679243C77788CE,1D3C9B9165006DA7FD3350E6841486A6
SRR3952405,28.07.16 00:00,26.07.16 11:16,1954968,562411055,1954968,287,247,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952405,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,AFC4A5F0970CC9E41DB4EB59295EB1E3,B30FFD67D28D0D3CA73B7263EE79B979
SRR3952406,28.07.16 00:00,26.07.16 11:16,1987343,569911652,1987343,286,249,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952406,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,8DFF686029A5864BFD6C736DEB8DA740,BCB648555008EBAAF864C0C3F59AD6AC
SRR3952407,28.07.16 00:00,26.07.16 11:16,2012649,577509577,2012649,286,253,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952407,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,858085D3F1DF8BE6B042BF3DE7C57E74,71CE3A5A2AB937AB05D43AC28A62C3B3
SRR3952408,28.07.16 00:00,26.07.16 11:16,2384066,683630742,2384066,286,300,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952408,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,534D9CA152B1AD7C4D196711FBDA5504,72DC7DEF3995ACEBE6259D73C2D1C668
SRR3952409,28.07.16 00:00,26.07.16 11:16,1793648,516171466,1793648,287,226,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952409,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,CD5D95E118E677943CDE6E6F6074534F,EFEAF14F0E54AD6705912165B9A19567
SRR3952410,28.07.16 00:00,26.07.16 11:16,2065763,591440045,2065763,286,258,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952410,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,77AE8FCAE6B3C40DCBF863CF3AEDACE2,F40218961A33A2191C7D6732EF377DAA
SRR3952411,28.07.16 00:00,26.07.16 11:16,2240280,642454355,2240280,286,280,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952411,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,22950FCA069C78966A021C2C1D6F9002,3274B9A6E874082204D61963D04C4DD4
SRR3952412,28.07.16 00:00,26.07.16 11:17,2380630,661897424,2380630,278,283,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952412,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,C4AF82F3D9BD03E551A73CE64DDAF3C9,9790DEC936584817501C317F4EAA03DA
SRR3952413,28.07.16 00:00,26.07.16 11:17,2600477,740998103,2600477,284,320,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952413,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,034583D9210DD7E972A22BD04D2A3DFF,60DF0544EF596323A2187EC83003D040
SRR3952414,28.07.16 00:00,26.07.16 11:16,2139562,614508029,2139562,287,269,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952414,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,1BA4C1DC8D56E668F05344B36698B83C,DC97208001FE22625F75AB200D718D37
SRR3952415,28.07.16 00:00,26.07.16 11:17,2190475,628271690,2190475,286,276,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952415,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,4A965F945F9227C4F5367D56AE23041F,D707D1741E14C2A7640DC73B558A6BCA
SRR3952416,28.07.16 00:00,26.07.16 11:17,2012533,577272574,2012533,286,253,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952416,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,0AD47F1CE9A516AFD12818AAE29F2D14,449FACE41E7B8DDBD81BCDF4250FFA07
SRR3952417,28.07.16 00:00,26.07.16 11:16,1094045,315490168,1094045,288,139,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952417,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,C18A78BFA740405341CFBAB9F88FA501,4C43A998F2AEC9F9E6DCD3F302E86A46
SRR3952418,28.07.16 00:00,26.07.16 11:17,2393006,688127916,2393006,287,301,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952418,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,9988FF7D04A2E5C13D6D43756D958343,537CF981E38AE15FE38EBDB22B24A5E0
SRR3952419,28.07.16 00:00,26.07.16 11:17,2405130,691789375,2405130,287,302,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952419,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,BEA39C50020934C06A47198E548D99DF,B56496EB2632C347619E7ABC89117B9F
SRR3952420,28.07.16 00:00,26.07.16 11:17,2145873,612480811,2145873,285,267,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952420,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,48C2BCE88833157336F28F09A933E44B,F54A08FE9395D76B57AA870ED74DB730
SRR3952421,28.07.16 00:00,26.07.16 11:17,2018847,578853973,2018847,286,253,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952421,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,0C7028BB7FC4DF4320D88ED904FE320D,47D7D7CB8D7030D2A9B9C670B455DE9F
SRR3952422,28.07.16 00:00,26.07.16 11:17,713215,203998842,713215,286,91,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952422,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,1AE91D9E42D4A91C85F77B73CCC0A0B6,7C2129618D9A4B975FD3DC71D3A26CFE
SRR3952423,28.07.16 00:00,26.07.16 11:18,1975601,566663873,1975601,286,246,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952423,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,D57E7BE233594FF629B35C6DA212AC9F,CF6D64748C043503A93DBD8BFBF8993E
SRR3952424,28.07.16 00:00,26.07.16 11:17,1352918,390493730,1352918,288,172,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952424,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,9A583ECABBF0B588A11EC01E761236EF,076F1D692865C813EC41A8061154699A
SRR3952425,28.07.16 00:00,26.07.16 11:17,2002093,574671658,2002093,287,252,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952425,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,2DEA22031BB450BFCECDA81FF86BBF66,E855C6BE141C7803E9C9069B46623952
SRR3952426,28.07.16 00:00,26.07.16 11:17,2251222,643653952,2251222,285,281,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952426,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,8CF8F20620564EC3868857E2A4E11503,093FA3D55316D22D847BB1B920947904
SRR3952427,28.07.16 00:00,26.07.16 11:18,2268117,649637890,2268117,286,284,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952427,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,5C8390D96F731582CBE7B0C95FAC559D,D06B351BED672FFE8B86A62C475F8BD1
SRR3952428,28.07.16 00:00,26.07.16 11:18,2313956,665632630,2313956,287,290,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952428,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,0ACC1CE922E27924ED71FE0F8E5EF900,592F1F52B3975836F8D51EBCED2FE986
SRR3952429,28.07.16 00:00,26.07.16 11:18,2218832,634093978,2218832,285,277,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952429,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,61EE997AA6D047BD2CB5E01C9CC38C20,B1CC20AD5F09B51CD250F81797F9FE17
SRR3952430,28.07.16 00:00,26.07.16 11:18,1908239,545630910,1908239,285,239,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952430,SRX1977196,H7_derived_APS_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,121AC264346BC9857E6F5D5D0750A00E,D7CC2D91979682A5F60164B461EF1E80
