Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR3952896,28.07.16 00:00,26.07.16 11:33,1751058,508379427,1751058,290,218,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952896,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,C5AC74DCD6A1CBEFE32B531D35614352,65DE041424F20F1D091FC6307AE7E478
SRR3952897,28.07.16 00:00,26.07.16 11:33,1811416,527262658,1811416,291,227,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952897,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,347E65957AFA075B6D106B05DB6CC4E2,3602C1DA21EA1701F85096F4308B1EF3
SRR3952898,28.07.16 00:00,26.07.16 11:33,1729953,503842677,1729953,291,217,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952898,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,E9D1B20155A0184B8D1D547D85E4807F,9D5291CEE7A3022F2BD6F85A57007CB2
SRR3952899,28.07.16 00:00,26.07.16 11:33,1355118,393849272,1355118,290,169,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952899,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,0AAED5A059947296D74F19E6DDA543EC,87618DE341A0E575BF8202FA9E8233CC
SRR3952900,28.07.16 00:00,26.07.16 11:33,1513685,441048990,1513685,291,190,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952900,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,F98A3352F00CBD884D6E95AFFD90BFEE,31625C1B3A59DDDFD1B81B56F28C9FE2
SRR3952901,28.07.16 00:00,26.07.16 11:33,1338838,388871828,1338838,290,168,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952901,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,4CCD245769B81ED2067CB59479920288,BA09B87CCF2C20D2D19FD90D08D41EFC
SRR3952902,28.07.16 00:00,26.07.16 11:34,1592810,463651799,1592810,291,200,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952902,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,BA4C90C1A7C41576567AA727C13E1EA3,B01BA4E7227D8E9CB98AB84A708376A2
SRR3952903,28.07.16 00:00,26.07.16 11:33,903609,263652614,903609,291,115,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952903,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,4632FF686EA4CEE762F19E032FB441FC,BFBDE6A62E94C9A8FB4BD56143EBA9B4
SRR3952904,28.07.16 00:00,26.07.16 11:33,1758634,512110167,1758634,291,220,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952904,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,027A11CAA051EA5BCAF6DD6B5C15DAAE,397261098E9E357D4D69465ABB1B6C79
SRR3952905,28.07.16 00:00,26.07.16 11:33,1661668,482288742,1661668,290,207,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952905,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,B37278D2E2CC116D844699AA24C07EB9,6AA4BB80E72C4ABDEA9BFEBD846339D7
SRR3952906,28.07.16 00:00,26.07.16 11:33,1523490,444156878,1523490,291,192,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952906,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,67D51DC4C47970C187D9F80A7F1EAB56,F4A4EC739CC3C3D15E363E4865AB8009
SRR3952907,28.07.16 00:00,26.07.16 11:34,1634664,475909957,1634664,291,205,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952907,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,C98BA7ABF8788371281528ACECA032D2,71F6FDBFCEDDF12DAD16194D08EDD921
SRR3952908,28.07.16 00:00,26.07.16 11:33,1279378,373478098,1279378,291,161,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952908,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,8BCE539023BAF4D0A737340CD6756376,09FC6D8B495940821AAF1B2FB4957CCB
SRR3952909,28.07.16 00:00,26.07.16 11:33,1371454,399432281,1371454,291,172,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952909,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,D404FCBED918F3740820EE68CF0DB2A8,6738B76A512E125538585602B93F3ED4
SRR3952910,28.07.16 00:00,26.07.16 11:34,1871587,545032170,1871587,291,234,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952910,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,CE6145EC3CFD508B3C8E5ADD5A19E845,547A64817806A7D5FED89E342924DE0C
SRR3952911,28.07.16 00:00,26.07.16 11:34,1665684,485216017,1665684,291,208,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952911,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,7C7CE08455435792F6188C5E38C01267,5637B19A8BD6D07FB8700729DC46A30F
SRR3952912,28.07.16 00:00,26.07.16 11:34,1683441,489565393,1683441,290,210,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952912,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,C5EBB963D231E9E8ECC44EEA45F7BD1F,1843679D66BA8753F438EE045A8545A4
SRR3952913,28.07.16 00:00,26.07.16 11:34,1058540,308896945,1058540,291,134,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952913,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,656E1D3B12E067E7401F43ECCB1E6105,F664E2AEC8B0CCD3FA2A39E07121EDB7
SRR3952914,28.07.16 00:00,26.07.16 11:34,1510048,439344081,1510048,290,190,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952914,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,3927C6C64CFC76A7B9046C7C7E6499EE,2F6C5E9270759C9203752B41694920C2
SRR3952915,28.07.16 00:00,26.07.16 11:34,1357802,395804585,1357802,291,171,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952915,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,CC33FB5DC88C02DCFDE0B65686A6EA66,9D45CC4B1A1310E7357AA2A4B0B83DD9
SRR3952916,28.07.16 00:00,26.07.16 11:34,1430229,416097081,1430229,290,178,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952916,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,B4353FE2DA7EECCD93F74A9C724ABB22,1DBE036B78EE360118D308E0665DA356
SRR3952917,28.07.16 00:00,26.07.16 11:34,1657520,483001530,1657520,291,208,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952917,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,BB0B56211012754097C88197BD90C434,5AD3E63B992B700BC7ED56BD2C2D8D89
SRR3952918,28.07.16 00:00,26.07.16 11:34,1351713,393996350,1351713,291,172,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952918,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,C4A5A38771CD7BFA94D7D8A19225F9DB,FCA2C443E967E042B65AB6678ABC2C32
SRR3952919,28.07.16 00:00,26.07.16 11:34,1411842,409492015,1411842,290,177,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952919,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,D70B2A051834EEB58D008674C3F760E2,5926AD41C5ACA8044BCBD754DE457A29
SRR3952920,28.07.16 00:00,26.07.16 11:34,1706521,497290512,1706521,291,214,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952920,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,16C72CF2071184BCE2119D87F6FD15EE,939DB9FCB50D916F248F8DD1CB18289A
SRR3952921,28.07.16 00:00,26.07.16 11:34,809963,235543014,809963,290,102,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952921,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,6A4F8F5E1413BE1518305272156336F5,30FA90EA4C488AB9B3DB37E37F58750E
SRR3952922,28.07.16 00:00,26.07.16 11:34,1494572,436051807,1494572,291,189,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952922,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,58A69D88A055D906C71FAE33B8E6B7ED,B94424A0E5F48736A1EB436166F88785
SRR3952923,28.07.16 00:00,26.07.16 11:34,1065486,310541785,1065486,291,135,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952923,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,EDB8DC7FA9B8B855A4A80DDFDA0B6EBF,F87AC977FE8E5595159C60AAEB3E1EF3
SRR3952924,28.07.16 00:00,26.07.16 11:34,1467033,426152985,1467033,290,182,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952924,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,A4E0F08116C3894776051BACF4BE33D4,7951D3F0F1BDDC0B0DA3424566BD8368
SRR3952925,28.07.16 00:00,26.07.16 11:34,1728331,503325593,1728331,291,216,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952925,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,EC46FD99CA887807446B26ACA316F096,5E19AB6B425ABC4773D5AB8AF118BFDD
SRR3952926,28.07.16 00:00,26.07.16 11:34,1958065,565833588,1958065,288,241,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952926,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,F2E7FA7AEBBF6443F27A5CD7465C329F,C92722BC8A23AF2C37B1389645BD9A5B
SRR3952927,28.07.16 00:00,26.07.16 11:34,1590001,458189299,1590001,288,195,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952927,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,7A99738D22FD2E4228B1C9DAFE9089B8,AA9B4C812F4DCAA45DC3927E0C0EE80C
SRR3952928,28.07.16 00:00,26.07.16 11:35,1632399,469843793,1632399,287,199,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952928,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,A0AB18C3E0360DE1D9E6D8FEB6613CAC,F53CCF5161B94E3284D4E1906AC066C2
SRR3952929,28.07.16 00:00,26.07.16 11:35,1905881,553232342,1905881,290,237,,https://sra-download.ncbi.nlm.nih.gov/srapub/SRR3952929,SRX1977204,H7_dreived_D2.25_Smtmrs_single-cell: In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,RNA-Seq,other,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP073808,PRJNA319573,,319573,SRS1411195,SAMN04900908,simple,9606,Homo sapiens,In vitro cultured H7 human embryonic stem cells (WiCell) and H7-derived downstream early mesoderm progenitors,,,,,female,,no,,,,,STANFORD UNIVERSITY SCHOOL OF MEDICINE,SRA419843,,public,47399E59E01333E89A2B506E39E41745,A3BA611423036CB26890ADA07091DD44
